pid	toefl	gre	undergra_major	undergra_grade	school	degree	major	apply_result
2865	105.0	308.0	Network and new media	3.9	University of Copenhagen	ma	Film and Media Studies	ad
2865	105.0	308.0	Network and new media	3.9	University College London	ma	Film Studies	ad
2866	98.0	318.0	Chemistry	3.56	Florida State University	phd	Chemistry	offer
2867	91.0	315.0	biological	3.85	North Carolina State University	phd	Chemical Engineering	offer
2868	100.0	316.0	automation	3.3960000000000004	Washington University in St Louis	ma	EE	ad
2870	113.0	328.0	history	3.84	University of California  Los Angeles	ma	East Asian Languages and Literatures	offer
2871	104.0	320.0	Psychology	3.6	Temple University	phd	developmental psychology	offer
2872	102.0	322.0	applied mathematics	3.88	University of California  Berkeley	meng	eecs	ad
2873	102.0	322.0	Electrical Engineering and Automation	3.86	Carnegie Mellon University	ms	Electrical and Electronics Engineering	ad
2874	102.0	324.0	automation	3.4	Boston University	phd	Electrical and Electronics Engineering	offer
2874	102.0	324.0	automation	3.4	University of Notre Dame	phd	Mechanical Engineering	offer
2874	102.0	324.0	automation	3.4	University of Tennessee	phd	Electrical and Electronics Engineering	offer
2875	93.0	300.0	English	3.4	Florida State University	ms	Sport and Fitness Management	ad
2876	95.0	313.0	Biological science	3.37	Northeastern University	ms	medicinal chemistry	ad
2876	95.0	313.0	Biological science	3.37	Case Western Reserve University	ms	biology	ad
2877	106.0	334.0	material	3.76	University of California  Berkeley	phd	Materials Science	offer
2877	106.0	334.0	material	3.76	Massachusetts Institute of Technology	phd	Materials Science	offer
2877	106.0	334.0	material	3.76	Massachusetts Institute of Technology	phd	Electrical and Electronics Engineering	offer
2877	106.0	334.0	material	3.76	Stanford University	phd	Materials Science	reject
2877	106.0	334.0	material	3.76	University of California  Santa Barbara	phd	Materials Science	reject
2877	106.0	334.0	material	3.76	Northwestern University	phd	Materials Science	reject
2878	110.0	330.0	English	3.75	University of Pennsylvania	ms	Public Policy Analysis	ad
2879	100.0	318.0	economics	3.4	Stevens Institute of Technology	ms	Financial Engineering	offer
2879	100.0	318.0	economics	3.4	University of Connecticut	ms	Financial Engineering	offer
2879	100.0	318.0	economics	3.4	Worcester Polytechnic Institute	ms	Financial Mathematics	offer
2880	88.0	316.0	Software engineering	3.28	University of Connecticut	ms	Computer Science	ad
2881	90.0	315.0	Ring setting	3.3	Rhode Island School of Design	ma	March1	ad
2881	90.0	315.0	Ring setting	3.3	Southern California Institute of Archite	ma	March1	ad
2881	90.0	315.0	Ring setting	3.3	University of Washington	ma	March1	ad
2881	90.0	315.0	Ring setting	3.3	Rensselaer Polytechnic Institute	march1	Architecture	ad
2881	90.0	315.0	Ring setting	3.3	University of Southern California	march1	Architecture	ad
2882	109.0	325.0	Public Administration	3.8	Georgetown University	ma	Public Policy Analysis	ad
2882	109.0	325.0	Public Administration	3.8	University of Washington	ma	Public Administration	offer
2882	109.0	325.0	Public Administration	3.8	New York University	ma	NonProfit and Public Management	ad
2883	101.0	321.0	Engineering Management	3.48	Columbia University	ms	Civil Engineering	offer
2884	102.0	322.0	Agricultural and forestry economic management	3.61	Purdue University	ma	Agricultural Economics	ad
2884	102.0	322.0	Agricultural and forestry economic management	3.61	University of Michigan  Ann Arbor	ma	Applied Economics	ad
2884	102.0	322.0	Agricultural and forestry economic management	3.61	Cornell University	mps	AEM	ad
2884	102.0	322.0	Agricultural and forestry economic management	3.61	Ohio State University	ma	Applied Econ	ad
2884	102.0	322.0	Agricultural and forestry economic management	3.61	University of California  Davis	ma	Agricultural and Resource Economics	offer
2885	112.0	321.0	physical	3.92	University of Chicago	phd	Physics	offer
2886	105.0	320.0	computer science	3.6804	University of Rochester	phd	Computer Science	offer
2887	108.0	321.0	Chemistry	2.0	The University of Texas	phd	Biology and Biological Sciences	offer
2888	101.0	326.0	Public management	3.89	Brandeis University	ma	Sociology	reject
2889	104.0	327.0	material chemistry	3.528	Carnegie Mellon University	phd	Chemistry	reject
2890	108.0	312.0	English	3.5092000000000003	Marquette University	ma	Mass Communication	offer
2890	108.0	312.0	English	3.5092000000000003	University of WisconsinMadison	ma	Comm Research MA	ad
2890	108.0	312.0	English	3.5092000000000003	University of Minnesota  Twin Cities	ma	Mass Communication	offer
2890	108.0	312.0	English	3.5092000000000003	Arizona State University	ma	Communication Studies	ad
2890	108.0	312.0	English	3.5092000000000003	Syracuse University	ma	Media Studies	ad
2890	108.0	312.0	English	3.5092000000000003	University of Arizona	ma	Communications	reject
2891	106.0	312.0	Advertising	3.7	Boston University	ms	advertising	ad
2891	106.0	312.0	Advertising	3.7	University of Illinois at UrbanaChampaign	ms	advertising	ad
2891	106.0	312.0	Advertising	3.7	University of Florida	ma	advertising	ad
2891	106.0	312.0	Advertising	3.7	Syracuse University	ma	advertising	ad
2892	105.0	319.0	photoelectric	3.84	Columbia University	ms	Electrical and Electronics Engineering	ad
2892	105.0	319.0	photoelectric	3.84	University of Southern California	ms	Electrical and Electronics Engineering	ad
2892	105.0	319.0	photoelectric	3.84	Northwestern University	ms	Electrical and Electronics Engineering	ad
2893	84.0	314.0	Naval Architecture and Ocean Engineering	3.1	University of Houston	ma	subsea engineering	ad
2894	90.0	301.0	Radio and TV Journalism	3.46	University of Florida	ma	digital art and science	ad
2895	96.0	324.0	CS	3.75	Ohio State University	ms	Computer Science	ad
2896	88.0	318.0	food quality and safety	3.6204	Texas AM University	phd	Nutrition Sciences	offer
2896	88.0	318.0	food quality and safety	3.6204	Cornell University	phd	Food Science	reject
2896	88.0	318.0	food quality and safety	3.6204	The Pennsylvania State University	phd	Food Science	reject
2896	88.0	318.0	food quality and safety	3.6204	University of Massachusetts  Amherst	phd	Food Science	ad
2896	88.0	318.0	food quality and safety	3.6204	University of Florida	phd	Food Science	offer
2897	109.0	332.0	Material physics	3.84	University of California  Berkeley	phd	Materials Science	reject
2898	83.0	310.0	human resource Management	3.2	Wake Forest University	ma	psychology	reject
2898	83.0	310.0	human resource Management	3.2	University of Minnesota  Twin Cities	ma	psychology	reject
2899	95.0	316.0	Engineering Management	3.48	Northwestern University	ms	Civil Engineering	ad
2900	105.0	326.0	Information Management and Engineering	3.54	Carnegie Mellon University	ms	Management Information Systems	offer
2900	105.0	326.0	Information Management and Engineering	3.54	Washington University in St Louis	ms	business analytics	offer
2901	103.0	324.0	Communication engineering	3.4	Texas AM University	meng	Computer Engineering	ad
2902	110.0	332.0	Economy + Mathematics	3.85	University of Chicago	ma	Public Policy Analysis	offer
2903	97.0	318.0	Water Supply and Drainage Science and Engineering	3.8	University of Washington	ms	Environmental Engineering	ad
2904	93.0	113.0	economic	3.5	University of Michigan  Ann Arbor	ma	MSAE	ad
2904	93.0	113.0	economic	3.5	University of Illinois at UrbanaChampaign	ma	MSPE	ad
2904	93.0	113.0	economic	3.5	Tufts University	ma	MAE	reject
2904	93.0	113.0	economic	3.5	Duke University	ma	MAE	reject
2905	86.0	318.0	civil Engineering	3.4	University of Kentucky	phd	Construction Management	reject
2907	92.0	321.0	computer science	3.39	Syracuse University	ms	Computer Science	ad
2908	105.0	326.0	Biotechnology	3.7	Baylor College of Medicine	phd	Neuroscience	offer
2908	105.0	326.0	Biotechnology	3.7	Northwestern University	ms	Biotechnology	ad
2908	105.0	326.0	Biotechnology	3.7	Brandeis University	ms	Neuroscience	ad
2909	103.0	314.0	Network and new media	3.56	Syracuse University	ma	New Media Management	ad
2909	103.0	314.0	Network and new media	3.56	Boston University	ma	Emerging Media Studies	ad
2909	103.0	314.0	Network and new media	3.56	Johns Hopkins University	ma	Communication	ad
2909	103.0	314.0	Network and new media	3.56	Georgetown University	ma	Communication Culture Technology	reject
2909	103.0	314.0	Network and new media	3.56	New York University	ma	Media Culture and Communication	reject
2910	111.0	323.0	architecture	3.84	Columbia University	ma	Architecture	offer
2910	111.0	323.0	architecture	3.84	University of Pennsylvania	ma	Landscape Architecture	offer
2911	106.0	315.0	Broadcasting and Hosting Art (Journal of Journalism and Communication)	3.06	Boston University	ms	Public Relations	ad
2912	113.0	330.0	English	3.91	Vanderbilt University	med	Teaching English as a Second Language	ad
2913	104.0	321.0	Production management	3.7	University of Florida	ms	Advertising	ad
2914	102.0	318.0	Forestry	3.32	University of Washington	phd	Biology and Biological Sciences	reject
2914	102.0	318.0	Forestry	3.32	University of Florida	phd	Molecular Biology	reject
2914	102.0	318.0	Forestry	3.32	North Carolina State University	phd	Forestry	reject
2914	102.0	318.0	Forestry	3.32	Oregon State University	phd	molecular and cellular biology	reject
2914	102.0	318.0	Forestry	3.32	Texas Tech University	phd	Biology and Biological Sciences	offer
2914	102.0	318.0	Forestry	3.32	University of Tennessee	phd	Forestry	reject
2915	101.0	329.0	Chemistry	3.0	University of Michigan  Ann Arbor	phd	Chemistry	reject
2916	101.0	318.0	Economics	3.02	Columbia University	ma	Clinical Psychology	ad
2916	101.0	318.0	Economics	3.02	New York University	ma	Mental Health Counseling	ad
2916	101.0	318.0	Economics	3.02	University of Pennsylvania	ma	Mental Health Counseling	reject
2916	101.0	318.0	Economics	3.02	University of Wisconsin	ma	Counseling Psychology	reject
2916	101.0	318.0	Economics	3.02	Johns Hopkins University	ms	Mental Health Counseling	ad
2916	101.0	318.0	Economics	3.02	Northwestern University	ma	Clinical Psychology	reject
2917	111.0	325.0	Polymer material processing engineering	3.49	University of Connecticut	phd	Polymer	offer
2917	111.0	325.0	Polymer material processing engineering	3.49	University of Delaware	phd	Materials Science	offer
2918	108.0	331.0	Communication	3.74	University of Colorado  Boulder	ms	Computational Linguistics	ad
2919	105.0	325.0	Intellectual Property Law	3.76	Syracuse University	mba	Public Administration	offer
2919	105.0	325.0	Intellectual Property Law	3.76	University of Michigan  Ann Arbor	mpa	Public Policy Analysis	offer
2919	105.0	325.0	Intellectual Property Law	3.76	Duke University	mpa	Public Policy Analysis	reject
2919	105.0	325.0	Intellectual Property Law	3.76	Indiana University	mpa	Public Administration	offer
2920	110.0	317.0	Journalism	3.49	Syracuse University	ma	Television Radio and Film	ad
2921	101.0	320.0	Journalism	4.0	George Washington University	ma	Strategic Public Relations	ad
2921	101.0	320.0	Journalism	4.0	Stanford University	ma	Journalism	reject
2921	101.0	320.0	Journalism	4.0	University of Wisconsin	ma	Journalism	reject
2921	101.0	320.0	Journalism	4.0	Northwestern University	ms	Journalism	reject
2921	101.0	320.0	Journalism	4.0	New York University	ma	Media CultureCommuniaction	reject
2921	101.0	320.0	Journalism	4.0	University of Pennsylvania	med	Intercultural Communication	reject
2921	101.0	320.0	Journalism	4.0	Boston University	ms	Mass Communication	ad
2921	101.0	320.0	Journalism	4.0	Northeastern University	ms	Journalism	ad
2921	101.0	320.0	Journalism	4.0	Syracuse University	ms	Public Relations	ad
2921	101.0	320.0	Journalism	4.0	LSE	ms	Media and Communications	reject
2921	101.0	320.0	Journalism	4.0	LSEUSC	ms	Global Communication	reject
2921	101.0	320.0	Journalism	4.0	University of Southern California	ms	Journalism	ad
2921	101.0	320.0	Journalism	4.0	Columbia University	ms	sports management	ad
2922	110.0	323.0	Chinese as a foreign language	3.93	Vanderbilt University	med	International Education Policy and Management	ad
2924	110.0	332.0	Statistics	3.84	University of Southern California	ms	Business Analytics	ad
2925	100.0	318.0	physical	3.8	Iowa State University	phd	BBMB Program	offer
2925	100.0	318.0	physical	3.8	University of Massachusetts  Amherst	phd	Physics	offer
2925	100.0	318.0	physical	3.8	Brandeis University	ms	Biophysics	ad
2925	100.0	318.0	physical	3.8	SUNY Stony Brook University	ms	Physics	ad
2925	100.0	318.0	physical	3.8	Brown University	ms	Physics	ad
2926	104.0	319.0	translation	3.66	University of Pennsylvania	med	TESOL	ad
2926	104.0	319.0	translation	3.66	University of Washington	med	Language Literacy and Culture	ad
2927	96.0	322.0	Chemistry	3.77	Ohio State University	phd	Chemistry	offer
2927	96.0	322.0	Chemistry	3.77	SUNY Stony Brook University	phd	Chemistry	offer
2927	96.0	322.0	Chemistry	3.77	Texas AM University	phd	Chemistry	offer
2928	93.0	306.0	English	3.2	University of Texas  Austin	phd	Learning Technologies	ad
2928	93.0	306.0	English	3.2	Purdue University	phd	learning design and technology	reject
2928	93.0	306.0	English	3.2	Utah State University	phd	Instructional Technology and Learning Sciences	reject
2928	93.0	306.0	English	3.2	University of Georgia	phd	learning technology	reject
2928	93.0	306.0	English	3.2	University of Missouri	phd	Information science and learning technologies	offer
2929	106.0	325.0	EE	3.85	University of California  Los Angeles	ms	Electrical and Electronics Engineering	ad
2930	112.0	319.0	industrial design	3.52	University of Pennsylvania	ms	integrated product design	ad
2931	104.0	322.0	English	3.45	Arizona State University	ma	Linguistics and Applied Linguistics	ad
2932	113.0	327.0	Administration	3.9	New York University	ma	International education	ad
2933	83.0	305.0	biomedical engineering	3.16	SUNY University at Buffalo	ms	BME	ad
2933	83.0	305.0	biomedical engineering	3.16	SUNY Binghamton University	ms	BME	ad
2933	83.0	305.0	biomedical engineering	3.16	University of Tennessee	ms	BME	ad
2933	83.0	305.0	biomedical engineering	3.16	Stevens Institute of Technology	ms	BME	ad
2933	83.0	305.0	biomedical engineering	3.16	Illinois Institute of Technology	ms	BME	ad
2934	115.0	324.0	English literature	3.72	Harvard University	ma	Teaching English as a Second Language	ad
2935	111.0	330.0	psychology	3.62	Boston College	ma	Mental Health Counseling	ad
2936	97.0	320.0	Traffic engineering (information)	3.32	Arizona State University	ms	Computer EngineeringComputer System	ad
2936	97.0	320.0	Traffic engineering (information)	3.32	Northeastern University	ms	Electrical and Computer Engineering	ad
2936	97.0	320.0	Traffic engineering (information)	3.32	Georgia Institute of Technologyshenzhen	ms	Electrical and Computer Engineering	ad
2936	97.0	320.0	Traffic engineering (information)	3.32	Delft University of Technology	ms	Embedded Systems	reject
2936	97.0	320.0	Traffic engineering (information)	3.32	Eindhoven University of Technology	ms	Embedded System	reject
2936	97.0	320.0	Traffic engineering (information)	3.32	Texas AM University	ms	Electrical Engineering	reject
2937	95.0	316.0	Applied Chemistry	3.4	University of Massachusetts  Amherst	phd	Chemistry	offer
2937	95.0	316.0	Applied Chemistry	3.4	SUNY Stony Brook University	phd	Chemistry	offer
2937	95.0	316.0	Applied Chemistry	3.4	University of Illinois at Chicago	phd	Chemistry	offer
2937	95.0	316.0	Applied Chemistry	3.4	University of Kentucky	phd	Chemistry	offer
2937	95.0	316.0	Applied Chemistry	3.4	University of California  Irvine	phd	Chemistry	reject
2937	95.0	316.0	Applied Chemistry	3.4	Texas Tech University	phd	Chemistry	offer
2937	95.0	316.0	Applied Chemistry	3.4	University of Pittsburgh	phd	chemisy	reject
2937	95.0	316.0	Applied Chemistry	3.4	Northeastern University	phd	Chemistry	reject
2938	89.0	320.0	Chemistry	3.4	cole Polytechnique Fdrale de Lausanne	ms	Chemistry	ad
2938	89.0	320.0	Chemistry	3.4	Nanyang Technological University	phd	Chemistry	offer
2938	89.0	320.0	Chemistry	3.4	University of Delaware	phd	Chemistry	offer
2939	107.0	322.0	English	3.67	University of Pennsylvania	ms	Social Policy	ad
2939	107.0	322.0	English	3.67	University of Southern California	mpp	Public Policy Analysis	offer
2939	107.0	322.0	English	3.67	University of Maryland  College Park	mpp	Public Policy Analysis	offer
2939	107.0	322.0	English	3.67	University of Washington	mpa	Public Administration	ad
2939	107.0	322.0	English	3.67	Georgetown University	mpp	Public Policy Analysis	ad
2940	94.0	315.0	Mechanical engineering	3.28	Lehigh University	ms	Mechanical Engineering	ad
2940	94.0	315.0	Mechanical engineering	3.28	Boston University	ms	Mechanical Engineering	ad
2940	94.0	315.0	Mechanical engineering	3.28	Case Western Reserve University	ms	Mechanical Engineering	ad
2941	106.0	328.0	Engineering mechanics	3.62	University of California  Berkeley	meng	Mechanical Engineering	ad
2941	106.0	328.0	Engineering mechanics	3.62	Carnegie Mellon University	ms	Mechanical Engineering	ad
2941	106.0	328.0	Engineering mechanics	3.62	University of Southern California	ms	Computer Science	ad
2941	106.0	328.0	Engineering mechanics	3.62	University of Chicago	ms	Computer Science	ad
2941	106.0	328.0	Engineering mechanics	3.62	Georgia Institute of Technology	ms	Computational Science and Engineering	ad
2942	107.0	327.0	Chemical Engineering	3.54	University of Notre Dame	phd	Chemical Engineering	offer
2942	107.0	327.0	Chemical Engineering	3.54	Georgia Institute of Technology	phd	Chemical Engineering	offer
2942	107.0	327.0	Chemical Engineering	3.54	University of Texas  Austin	phd	Chemical Engineering	reject
2942	107.0	327.0	Chemical Engineering	3.54	Purdue University	phd	Chemical Engineering	reject
2942	107.0	327.0	Chemical Engineering	3.54	University of Alberta	phd	Chemical and Materials Engineering	offer
2943	106.0	325.0	Applied psychology	3.7	Columbia University	ma	developmental psychology	ad
2943	106.0	325.0	Applied psychology	3.7	University of Pennsylvania	med	human development	ad
2943	106.0	325.0	Applied psychology	3.7	Boston College	ma	applied educational and developmental psychology	offer
2944	108.0	332.0	psychology	3.5984	Duke University	ma	Economics	ad
2944	108.0	332.0	psychology	3.5984	Barcelona Graduate School of Economics	ma	Economics	ad
2944	108.0	332.0	psychology	3.5984	London School of Economics and Political Science	ms	Economics	offer
2944	108.0	332.0	psychology	3.5984	University of Chicago	ma	MAPSS Econ track	ad
2944	108.0	332.0	psychology	3.5984	University of Chicago	ma	MACSS	ad
2944	108.0	332.0	psychology	3.5984	CEMFI	ms	Master in Economics and Finance	offer
2945	105.0	332.0	Industrial engineering	3.5	University of California  Berkeley	meng	IEOR	ad
2946	106.0	333.0	Aerospace engineering	3.6839999999999997	Cornell University	phd	Aerospace and Aeronautical Engineering	reject
2947	96.0	320.0	Traffic Engineering	3.44	University of Southern California	ms	Civil Engineering	ad
2948	100.0	316.0	Materials Science and Engineering	3.34	University of Massachusetts  Amherst	phd	Civil and Environmental Engineering	offer
2948	100.0	316.0	Materials Science and Engineering	3.34	University of Rochester	ms	Materials Science	ad
2948	100.0	316.0	Materials Science and Engineering	3.34	University of Southern California	ms	Materials Science	ad
2948	100.0	316.0	Materials Science and Engineering	3.34	University of Florida	ms	Materials Science	ad
2949	102.0	326.0	Chemistry	3.87	University of California  Santa Barbara	phd	Chemistry	offer
2949	102.0	326.0	Chemistry	3.87	North Carolina State University	phd	Chemistry	offer
2949	102.0	326.0	Chemistry	3.87	Boston College	phd	Chemistry	offer
2949	102.0	326.0	Chemistry	3.87	Rutgers University	phd	Chemistry	offer
2949	102.0	326.0	Chemistry	3.87	Northwestern University	phd	Chemistry	reject
2949	102.0	326.0	Chemistry	3.87	University of North Carolina at Chapel Hill	phd	Chemistry	reject
2950	88.0	306.0	Fine Chemicals	3.07	SUNY Stony Brook University	ms	Chemistry	ad
2951	109.0	327.0	Diplomacy	3.78	University of Chicago	mpp	Public Policy Administration and Social Work	ad
2951	109.0	327.0	Diplomacy	3.78	Boston University	ma	International Affairs	ad
2951	109.0	327.0	Diplomacy	3.78	University of Pennsylvania	ms	Social Policy	reject
2951	109.0	327.0	Diplomacy	3.78	Brown University	master	Public Affairs	reject
2951	109.0	327.0	Diplomacy	3.78	National University of Singapore	mia	International Affairs	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	Emory University	mph	Biostatistics	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	University of Michigan  Ann Arbor	mph	Biostatistics	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	University of California  Los Angeles	mph	Biosttisctics	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	University of Southern California	ms	MS in Biostatistics and Epidemiology	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	Tulane University	ms	Master of Biostatistics	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	University of Pittsburgh	ms	MS in Biostatistics	ad
2952	103.0	318.0	Bioengineering - Food School	3.5	Washington University in St Louis	ms	MS in Biostatistics	reject
2953	110.0	325.0	economics	3.4	Columbia University	ma	Statistics	ad
2954	90.0	302.0	garden	3.2	University of Virginia	mla	Landscape Architecture	offer
2954	90.0	302.0	garden	3.2	Washington University in St Louis	mla	Landscape Architecture	ad
2954	90.0	302.0	garden	3.2	University of Illinois at UrbanaChampaign	mla	Landscape Architecture	ad
2954	90.0	302.0	garden	3.2	Harvard University	mla	Landscape Architecture	reject
2955	107.0	307.0	computer science and Technology	3.0	Rhode Island School of Design	ma	Architecture	ad
2956	110.0	323.0	Chinese as a foreign language	3.93	University of Pennsylvania	med	Intercultural Communication	ad
2957	107.0	323.0	Mechatronic Engineering	3.88	University of California  Berkeley	meng	Mechanical Engineering	ad
2958	99.0	319.0	Ecology	3.34	Rice University	phd	Ecology and Evolutionary Biology	offer
2958	99.0	319.0	Ecology	3.34	University of Nebraska  Lincoln	phd	Ecology and Evolutionary Biology	offer
2958	99.0	319.0	Ecology	3.34	University of Calgary	phd	Ecology and Evolutionary Biology	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	Carnegie Mellon University	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	Northwestern University	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	Georgia Institute of Technology	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	Johns Hopkins University	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	University of California  Los Angeles	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	Columbia University	ms	Materials Engineering	offer
2959	101.0	327.0	Materials Science and Engineering	3.9	University of Illinois at UrbanaChampaign	ms	Materials Engineering	offer
2960	97.0	319.0	automation	3.5	Ohio State University	phd	Civil Engineering	ad
2960	97.0	319.0	automation	3.5	University of North Carolina at Chapel Hill	phd	Computer Science	reject
2961	103.0	321.0	Vehicle Engineering	3.4	University of Virginia	meng	Mechanical Engineering	ad
2961	103.0	321.0	Vehicle Engineering	3.4	Johns Hopkins University	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	University of Michigan  Ann Arbor	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	University of Illinois at UrbanaChampaign	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	Cornell University	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	Purdue University	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	Columbia University	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	University of Maryland  College Park	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	Northwestern University	ms	Mechanical Engineering	reject
2961	103.0	321.0	Vehicle Engineering	3.4	Texas AM University	ms	Mechanical Engineering	reject
2962	106.0	323.0	Chemistry	3.72	Rice University	phd	Chemistry	offer
2963	109.0	332.0	Material physics	3.84	Cornell University	phd	Chemistry	offer
2964	110.0	324.0	psychology	3.8	University of Rochester	phd	counseling and counselor education	ad
2964	110.0	324.0	psychology	3.8	Columbia University	ma	Clinical Psychology	ad
2965	103.0	322.0	Public Administration + French	3.7	University of California  San Diego	mpp	MPP	offer
2965	103.0	322.0	Public Administration + French	3.7	University of Maryland  College Park	mpp	MPP	ad
2965	103.0	322.0	Public Administration + French	3.7	Georgetown University	mpp	MPP	ad
2966	102.0	317.0	Geographic information system	3.8	University of Wisconsin	ms	Urban Community and Regional Planning	ad
2966	102.0	317.0	Geographic information system	3.8	University of Iowa	ms	Urban Community and Regional Planning	ad
2966	102.0	317.0	Geographic information system	3.8	University of Minnesota  Twin Cities	ms	Urban Community and Regional Planning	ad
2966	102.0	317.0	Geographic information system	3.8	Cornell University	ms	Urban Community and Regional Planning	reject
2966	102.0	317.0	Geographic information system	3.8	Columbia University	ms	Urban Community and Regional Planning	reject
2966	102.0	317.0	Geographic information system	3.8	University of California  Irvine	ms	Urban Community and Regional Planning	ad
2967	107.0	317.0	English	3.4	Ohio State University	phd	Foreign Second And Multilingual Language Education	ad
2967	107.0	317.0	English	3.4	SUNY University at Buffalo	phd	Foreign Second Language Education	offer
2968	102.0	325.0	automation	3.552	Cornell University	meng	Electrical and Computer Engineering	ad
2969	99.0	311.0	Radio and TV Journalism	3.3	SUNY University at Albany	ma	Mass Communication	ad
2969	99.0	311.0	Radio and TV Journalism	3.3	University of Wyoming	ma	Mass Communication	ad
2969	99.0	311.0	Radio and TV Journalism	3.3	University of Colorado  Boulder	ma	Mass Communication	reject
2970	108.0	318.0	Advertising	3.5039999999999996	University of Southern California	ms	Communication Informatics	ad
2970	108.0	318.0	Advertising	3.5039999999999996	Northwestern University	ms	IMC	reject
2970	108.0	318.0	Advertising	3.5039999999999996	Boston University	ms	Applied Communication Research	reject
2970	108.0	318.0	Advertising	3.5039999999999996	University of Texas  Austin	ms	Advertising	reject
2970	108.0	318.0	Advertising	3.5039999999999996	Washington University in St Louis	ms	Customer Analytics	reject
2971	111.0	329.0	Urban Planning	3.84	University of California  Berkeley	mla	Urban Community and Regional Planning	offer
2972	114.0	321.0	Law	3.68	University of Pennsylvania	med	TESOL	offer
2972	114.0	321.0	Law	3.68	University of Pennsylvania	med	intercultural communication	ad
2972	114.0	321.0	Law	3.68	Vanderbilt University	med	International Education Policy Management	offer
2972	114.0	321.0	Law	3.68	New York University	ma	Tesolforeign language teaching dual cert	ad
2972	114.0	321.0	Law	3.68	Boston College	med	curriculum and instruction	ad
2972	114.0	321.0	Law	3.68	University of California  Los Angeles	ma	Social Sciences and comparative education	ad
2972	114.0	321.0	Law	3.68	Boston University	med	Teaching English as a Second Language	offer
2972	114.0	321.0	Law	3.68	Columbia University	ma	Bilingual and Multicultural Education	ad
2972	114.0	321.0	Law	3.68	Harvard University	med	Language and Literacy	reject
2973	108.0	323.0	Chinese Language Scool	3.47	Duke University	ma	East Asian Studies	ad
2973	108.0	323.0	Chinese Language Scool	3.47	Cornell University	ma	Asian Studies	ad
2974	104.0	320.0	civil Engineering	3.532	University of California  Los Angeles	ms	Civil Engineering	ad
2975	99.0	307.0	building	3.23	University of Michigan  Ann Arbor	march	Architecture	ad
2975	99.0	307.0	building	3.23	Syracuse University	march	Architecture	ad
2975	99.0	307.0	building	3.23	Georgia Institute of Technology	march	Architecture	ad
2975	99.0	307.0	building	3.23	Clemson University	march	Architecture	ad
2975	99.0	307.0	building	3.23	University of Virginia	march	Architecture	ad
2975	99.0	307.0	building	3.23	Washington University in St Louis	march	Architecture	reject
2975	99.0	307.0	building	3.23	University of Southern California	march	Architecture	offer
2976	103.0	329.0	physical	3.6148000000000002	Washington University in St Louis	phd	Physics	offer
2977	96.0	318.0	Surveying Engineering	3.46	Boston University	ma	Remote Sensing  Geospatial Sciences RS  GS	ad
2977	96.0	318.0	Surveying Engineering	3.46	SUNY University at Buffalo	ms	Geographic Information Science	ad
2977	96.0	318.0	Surveying Engineering	3.46	New York University	ma	Urban Planning	reject
2977	96.0	318.0	Surveying Engineering	3.46	Clark University	ms	GIS for Development and Enviornment	ad
2977	96.0	318.0	Surveying Engineering	3.46	University of Massachusetts  Amherst	ms	Urban Community and Regional Planning	reject
2978	94.0	321.0	Chemistry and Chemical Institute	3.4	University of Florida	ms	mse	ad
2978	94.0	321.0	Chemistry and Chemical Institute	3.4	Stevens Institute of Technology	ms	MSE	ad
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	Johns Hopkins University	ma	SAISIPE	ad
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	American University	ma	International Economic Relations	ad
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	George Washington University	ma	International Affairs	ad
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	Georgetown University	msfs	International Development	reject
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	Columbia University	ma	SIPA	ad
2979	105.0	327.0	Finance->Human Resource (not a double repair, is a turn...)	3.62	Columbia University	ma	QMSS	ad
2980	105.0	323.0	Agronomy	3.67	Boston University	ms	biostatistics	ad
